upid,GLC_BATCH_mu=0.58_S,LB_BATCH_mu=1.9_S,GLYC+AA_BATCH_mu=1.27_S,ACE_BATCH_mu=0.3_S,FUM_BATCH_mu=0.42_S,GAM_BATCH_mu=0.46_S,GLYC_BATCH_mu=0.47_S,PYR_BATCH_mu=0.40_S,GLC_CHEM_mu=0.50_S,GLC_CHEM_mu=0.35_S,GLC_CHEM_mu=0.20_S,GLC_CHEM_mu=0.12_S,GLC_STATIONARY1d_mu=-0.01_S,GLC_STATIONARY3d_mu=-0.01_S,GLC+SALTS_BATCH_mu=0.55_S,GLC@42deg_BATCH_mu=0.66_S,GLC@pH6_BATCH_mu=0.63_S,XYL_BATCH_mu=0.55_S,MAN_BATCH_mu=0.47_S,GAL_BATCH_mu=0.26_S,SUCC_BATCH_mu=0.44_S,FRU_BATCH_mu=0.65_S
P0AFF2,121.68,681.75,166.72,71.42,54.77,94.19,70.02,56.54,271.46,221.92,162.09,119.75,18.08,46.75,30.10,67.55,57.21,75.70,43.48,9.61,51.04,170.95
P0AG18,3610.39,718.96,2287.21,2559.48,2076.30,2323.98,1914.38,2302.36,1877.16,1495.98,1260.65,1163.11,1582.50,1611.14,3986.84,3982.73,3654.65,2735.50,2247.62,2069.93,2445.63,2819.48
P39452,14.37,8.02,17.34,8.14,9.47,11.43,11.90,14.01,24.65,10.75,7.22,3.98,7.37,9.70,39.94,8.08,9.05,40.42,10.08,18.13,8.52,12.85
P0ACE7,1990.37,2824.68,2718.21,2055.69,1968.20,2284.78,2151.20,1559.45,2127.49,1998.70,1816.80,1398.84,1622.85,1634.51,3203.96,2969.98,3186.47,2484.13,2181.04,2139.96,2114.87,2095.48
P68398,26.39,13.74,NA,18.66,31.50,44.87,15.28,10.06,35.16,23.03,2.38,0.57,43.51,36.03,45.45,47.44,35.26,NA,NA,17.73,57.46,NA
P0A9Z1,1275.75,2123.26,2455.89,856.61,1296.68,1024.01,1515.70,1323.36,1388.04,1108.45,904.99,713.68,796.26,689.73,1874.63,1103.72,1383.91,1372.70,813.56,890.24,1205.85,1314.53
P0AC81,1966.42,1925.23,1960.20,1204.56,1706.06,1431.73,2435.89,1581.58,2015.81,1466.84,1387.62,917.12,604.97,1165.36,1888.95,1413.75,2514.69,1868.81,1615.06,1293.14,1792.85,2369.83
P06989,1903.28,432.07,2443.87,435.88,717.70,1015.11,1302.98,887.73,717.49,582.16,567.59,401.43,875.24,545.71,1344.82,2062.86,1540.33,1422.27,1069.02,726.39,1005.53,1515.09
P07109,142.49,25.82,63.19,59.91,121.71,144.74,110.35,124.06,113.77,133.68,135.91,152.37,50.96,69.19,85.44,141.14,100.51,82.79,95.13,118.80,108.94,109.67
P0AFM2,786.11,10093.84,1206.94,280.83,283.52,675.97,313.83,405.72,423.82,252.29,211.30,79.19,127.33,163.75,1621.75,138.58,164.99,232.06,401.29,280.53,434.28,233.71
Q5H772,41.43,7.77,18.56,4.45,17.70,48.31,22.70,21.52,78.08,131.17,49.72,19.86,266.41,17.77,21.81,51.76,15.66,31.92,87.84,44.02,19.91,67.23
P77316,18.86,22.99,NA,10.53,4.45,13.55,9.88,8.12,7.53,23.63,20.60,29.21,2.13,4.82,12.06,6.32,7.07,NA,NA,6.19,5.58,NA
P22524,339.52,683.39,387.38,228.34,237.19,248.11,270.56,287.37,305.80,293.95,223.84,209.63,17.06,17.63,248.26,210.99,173.48,285.42,251.74,175.17,241.92,215.53
P69506,6.31,70.05,48.76,7.23,5.81,10.29,4.02,3.36,5.44,5.87,2.68,3.20,158.83,187.57,339.56,11.14,126.66,19.10,5.04,4.49,3.46,3.15
P0A830,36.82,622.97,363.95,207.29,596.23,125.29,97.43,126.21,256.25,402.91,564.42,585.80,112.32,28.89,94.28,58.50,55.24,55.91,204.12,243.06,567.28,73.22
P28861,184.00,193.85,161.41,133.32,137.65,220.95,128.81,147.43,104.15,107.43,93.18,76.18,80.79,120.00,291.69,135.49,223.00,139.47,152.50,115.75,106.59,124.36
P0AEX5,172.85,154.65,228.74,245.30,289.45,292.28,291.03,304.64,291.10,244.86,285.05,265.72,101.70,156.03,179.49,164.46,236.92,255.41,194.93,231.29,204.89,256.68
P0ACY1,2013.43,2522.62,2083.91,1659.77,1766.23,2097.59,2044.71,1876.73,1827.50,1507.06,1398.09,1251.82,3063.48,3947.26,2566.56,1807.62,2940.39,2412.48,2013.53,1386.86,1784.02,2147.87
P0ACB4,105.52,249.58,172.00,77.13,105.87,174.50,151.71,143.51,142.75,135.63,113.35,64.35,49.72,53.85,116.45,141.52,143.92,127.79,106.03,71.62,76.90,100.23
P20099,30.81,13.88,13.37,11.75,17.15,18.97,24.56,17.63,10.99,9.01,8.24,6.39,3.81,4.54,38.81,42.15,51.17,50.61,23.95,23.75,25.39,44.58
P18775,1.39,9.10,1.61,0.87,1.79,1.50,2.33,1.96,2.30,0.74,0.52,1.03,1.91,1.89,2.63,1.46,2.53,1.29,0.77,1.41,1.82,1.29
P0AC47,164.75,592.40,260.37,137.89,380.02,175.60,153.21,210.22,159.10,247.03,236.58,232.38,107.85,119.75,185.69,225.58,198.35,106.06,121.22,119.77,276.96,169.63
P0ADK6,31.22,45.84,NA,19.22,8.17,59.89,66.78,8.39,13.46,8.86,8.75,18.28,140.18,0.25,18.82,31.77,19.32,NA,NA,16.47,8.15,NA
P26649,27.20,41.02,NA,17.05,14.00,35.99,9.96,11.80,40.73,20.07,17.20,10.91,764.96,110.70,36.72,29.90,16.62,NA,NA,3.77,14.23,NA
P0ACE3,198.27,237.24,177.56,49.78,90.37,39.35,110.35,63.14,43.10,22.27,18.62,17.00,20.88,17.74,103.62,143.71,44.27,45.38,44.23,17.94,27.38,43.98
P76002,484.72,203.88,256.75,287.63,411.41,305.01,414.91,326.25,212.77,284.83,230.53,166.68,331.83,427.57,371.77,594.20,544.81,178.14,287.99,270.94,269.57,169.49
P69411,778.62,910.06,777.37,471.40,544.87,679.21,602.82,751.74,653.90,605.22,531.78,476.78,831.74,866.88,1177.18,1907.47,1101.35,794.47,633.31,486.72,570.41,652.78
P75791,55.85,45.66,89.49,20.44,22.79,34.38,32.60,29.43,37.65,30.25,25.54,18.73,15.58,6.27,70.07,22.59,51.99,35.78,31.64,21.81,21.87,35.16
P64455,379.91,533.45,404.90,227.72,230.64,242.99,275.46,230.42,230.79,190.34,177.82,155.03,48.18,236.45,725.45,687.75,783.01,458.54,245.83,212.59,230.86,362.88
P0AD10,460.21,956.29,1319.64,223.60,309.65,387.30,384.96,378.99,374.94,241.54,181.23,96.99,325.43,131.82,650.08,589.03,373.36,457.25,488.89,159.97,549.67,837.52
P0ADS9,170.57,314.38,266.64,106.19,115.82,133.14,123.98,147.24,103.15,110.41,108.98,99.83,118.58,73.35,182.60,129.85,128.68,73.69,101.26,106.85,104.97,104.02
P0ADK8,1538.16,1539.97,3880.28,1166.11,2397.22,2925.11,2734.63,1908.73,2549.32,2698.51,2088.38,1669.42,665.60,1244.87,1579.09,1307.83,1484.80,2478.10,2323.55,1994.78,2891.34,2335.35
P45800,41.33,70.11,50.48,30.07,43.70,45.40,32.89,26.75,73.29,72.16,70.19,57.72,13.00,15.23,22.49,40.18,39.63,29.72,51.21,22.54,39.15,43.89
P0CB39,53.04,54.12,61.30,16.00,31.28,39.55,39.30,30.19,46.98,32.99,23.85,16.78,36.26,18.11,36.10,50.26,33.25,42.59,28.94,14.28,38.59,55.31
P27829,110.75,336.32,224.75,39.58,57.72,62.08,68.71,60.30,57.86,41.60,32.05,15.08,32.62,39.48,66.10,99.74,73.60,85.48,44.70,23.86,68.50,83.25
P0AAH4,23.38,23.51,NA,1.92,12.83,6.79,9.82,7.09,7.58,9.20,0.56,2.84,0.32,1.22,10.95,15.45,5.17,NA,NA,2.72,7.02,NA
P0ABU9,267.63,378.44,309.66,148.69,199.14,200.37,241.05,211.62,278.15,219.91,179.77,161.51,204.99,154.76,245.46,388.76,272.07,202.25,189.77,137.31,165.02,230.12
P0AE82,45.02,50.18,40.82,39.79,49.05,36.92,47.38,66.90,47.69,47.39,43.82,56.96,19.66,32.94,31.01,63.11,35.71,43.20,66.63,47.12,52.72,68.78
P0A9E5,608.62,1100.98,848.59,325.02,447.21,605.37,627.96,398.53,495.83,372.89,314.35,198.08,98.15,95.65,314.85,382.48,385.91,612.53,552.63,384.22,764.05,689.10
P0AA89,7.41,12.74,7.16,16.97,17.58,20.46,10.37,11.62,19.92,34.77,35.35,48.74,32.06,25.03,4.88,2.36,33.71,8.78,13.54,23.31,20.10,11.94
P0ACZ4,52.03,115.69,67.09,65.53,23.51,30.44,16.86,44.96,20.67,10.70,8.44,7.37,14.07,26.77,65.99,45.08,49.66,110.41,55.08,22.42,46.26,84.11
P0AED5,122.82,183.73,146.97,64.98,87.80,103.08,117.03,91.68,99.23,64.54,64.51,35.16,20.44,18.98,86.23,122.04,76.48,113.01,90.84,54.10,78.17,124.39
P39176,69.29,73.97,53.31,109.48,97.41,112.48,91.37,58.97,82.17,96.95,118.73,111.30,138.62,159.02,124.82,135.22,161.08,88.17,100.18,153.50,90.17,95.73
P0AAC8,1450.93,1953.50,1952.13,730.34,852.88,862.88,1189.56,736.31,1058.68,699.94,436.35,316.67,91.31,93.42,1568.67,1410.88,856.22,2047.53,1121.57,774.44,1256.93,1783.85
P0AAA1,650.71,1554.06,1325.91,293.75,385.96,1009.80,381.74,278.74,1308.19,907.89,735.76,556.10,1596.43,2131.08,1449.82,376.04,2060.24,601.41,279.24,261.16,327.74,361.57
P77717,4626.84,1903.86,4249.17,4735.19,3213.96,4899.00,2992.17,2255.92,3361.20,3462.50,3629.15,4356.68,10342.91,10327.19,10289.06,4976.66,9221.57,3518.89,3923.69,5839.71,3159.58,3206.38
P0AAS7,408.06,306.82,513.03,238.25,388.01,274.08,432.55,347.85,402.87,288.28,242.49,210.53,293.93,279.88,773.20,347.97,710.49,617.47,263.00,304.76,388.96,510.16
P0A8J4,4130.52,9771.39,10106.53,3174.67,2411.05,3870.24,2898.16,4574.20,3560.59,3165.71,2341.69,2321.35,203.63,155.84,3477.27,4389.75,2739.16,2874.76,2872.86,2064.72,2866.21,3259.59
P0AB55,2115.61,1701.64,1903.35,1768.10,1575.76,2075.28,1922.64,1662.23,1745.08,1557.47,1330.24,965.65,2057.66,2051.92,3432.19,2277.38,3231.76,2618.83,1896.48,1485.33,1765.30,2338.29
P76243,220.58,197.72,187.13,327.38,231.15,292.45,154.87,206.20,260.97,226.33,249.46,149.00,238.59,185.54,307.80,259.75,318.44,258.95,208.30,175.57,111.29,140.53
P52007,281.14,351.75,225.78,161.75,158.13,180.24,232.63,242.67,145.19,135.29,129.43,113.16,68.28,90.62,300.50,175.38,202.62,242.53,192.16,151.12,185.32,201.98
P33355,33.03,81.59,16.67,18.15,18.75,20.76,37.41,23.93,21.16,15.76,12.09,17.67,17.52,12.88,18.22,24.67,12.13,22.97,13.38,11.66,15.38,22.72
P21515,21.86,50.88,NA,7.89,39.42,37.49,29.67,14.11,10.74,16.47,150.13,4.68,2.33,5.46,18.74,35.68,29.17,NA,NA,18.38,20.08,NA
P37794,39.34,22.51,NA,17.39,10.21,25.55,19.33,51.75,18.48,24.94,10.59,20.45,10.21,3.80,14.90,5.19,32.25,NA,NA,16.45,20.96,NA
P68206,454.08,1729.41,1286.53,496.59,550.43,1118.07,432.30,393.67,345.14,398.76,519.45,885.25,7141.82,7209.79,2083.85,454.42,1659.00,571.80,402.19,749.98,324.87,393.92
P0AF50,415.44,592.03,519.64,552.48,503.10,660.77,480.95,512.34,417.65,385.59,468.90,539.28,985.24,957.90,846.39,623.92,1142.21,477.56,585.98,843.43,491.89,438.50
P64581,9433.67,7754.67,10044.27,10318.46,14154.03,11755.35,15551.14,9081.03,11296.91,11874.45,13554.59,15974.91,18509.41,19614.93,19711.63,11398.50,15536.32,11954.67,14304.38,21360.32,11924.69,10706.15
P76035,70.30,7.83,26.17,68.26,72.85,91.27,69.34,66.63,59.78,41.93,30.92,21.84,1.42,2.69,36.98,21.49,116.87,37.21,57.88,55.37,74.83,75.01
P64559,190.04,134.93,NA,184.07,30.42,553.94,231.09,329.09,734.34,220.43,401.30,371.06,47.45,44.72,161.02,74.02,124.58,NA,NA,146.39,644.50,NA
P0ADS2,812.69,1232.17,826.07,448.73,556.45,673.23,634.85,623.25,501.56,379.78,279.31,348.21,566.95,513.62,1407.92,985.28,949.32,956.19,610.89,613.26,712.22,760.98
P32662,738.24,881.65,878.97,414.31,568.88,520.99,578.19,517.86,469.01,367.71,315.15,239.94,159.64,183.66,737.44,786.70,710.54,570.79,468.16,306.80,435.44,459.65
Q47147,59.12,47.55,55.92,53.87,47.74,68.55,56.34,50.85,57.76,54.95,47.37,52.95,37.29,50.19,82.45,98.10,106.84,86.94,59.74,67.87,44.79,62.44
P75915,678.36,538.41,550.00,304.81,400.90,367.44,524.24,406.22,338.29,263.91,179.55,135.07,144.31,175.53,498.51,537.22,444.04,413.02,439.34,219.77,424.30,474.31
P31131,12.04,8.63,13.09,32.70,18.30,26.09,9.37,9.37,15.63,26.52,53.10,98.13,29.23,30.23,21.74,12.34,23.03,8.49,9.45,38.19,8.75,8.39
P77376,52.58,43.11,26.29,80.96,109.59,88.64,94.25,109.40,55.24,55.19,49.42,87.19,12.57,58.73,74.24,35.38,111.20,96.35,89.83,146.55,131.94,121.40
P76329,39.47,41.92,16.54,74.35,68.42,95.52,57.57,44.58,46.00,58.63,107.16,155.64,77.24,72.26,66.11,34.60,106.57,40.96,85.00,139.75,57.36,37.94
P63417,627.85,1169.98,770.29,622.79,700.16,648.74,702.36,836.58,587.85,580.80,667.06,771.40,419.02,400.29,692.73,463.42,512.97,614.69,913.34,742.25,557.18,581.87
P0AGF2,195.68,221.77,186.03,128.63,129.38,200.75,172.58,136.27,139.01,99.66,103.39,94.55,214.40,271.23,553.23,389.00,367.20,241.55,150.41,152.31,148.95,191.46
P0AC84,282.23,278.29,246.11,358.66,276.12,245.24,274.72,236.61,245.80,331.30,300.91,327.06,130.06,158.04,250.13,127.30,218.70,206.04,388.73,245.47,287.06,206.80
P0A823,42.99,53.67,NA,14.54,51.34,24.85,20.20,9.53,16.90,40.84,67.09,5.70,12.86,15.65,48.59,36.13,16.08,NA,NA,12.65,18.98,NA
P39187,44.27,400.05,307.12,42.58,67.03,233.68,60.29,61.46,109.99,147.32,132.26,93.83,66.31,25.84,27.86,33.04,15.27,25.83,73.07,32.30,56.20,44.93
P37631,52.56,90.78,NA,9.11,13.05,35.48,13.48,24.08,18.52,53.04,6.18,15.49,16.73,17.11,30.57,59.98,19.58,NA,NA,10.17,42.51,NA
P0AF56,127.62,43.67,NA,26.17,72.30,39.12,29.33,27.65,35.45,18.29,28.77,18.66,14.83,19.93,25.16,65.88,47.11,NA,NA,17.50,25.22,NA
P0A6G3,86.77,151.86,162.90,89.25,122.88,96.02,123.16,102.21,109.74,120.16,115.81,91.67,79.85,65.75,121.83,110.74,112.99,104.33,88.53,109.68,82.84,100.84
P0ADI7,18.08,60.39,79.24,48.45,31.61,15.82,162.38,38.40,55.54,71.15,78.06,51.57,13.71,19.39,57.34,19.81,209.77,32.36,38.66,63.53,32.97,38.50
P77781,313.14,230.30,205.42,231.91,242.74,219.21,267.04,277.77,193.44,167.74,132.31,93.96,125.38,104.69,303.09,447.85,302.74,274.68,244.42,183.73,217.72,292.46
P0ADP2,106.62,231.13,169.56,109.09,126.82,153.48,91.62,134.35,130.16,104.53,91.11,80.81,134.82,110.68,259.24,343.79,273.84,155.55,114.14,98.44,115.91,102.86
P67826,77.01,91.60,85.26,40.62,46.18,57.88,54.51,52.65,46.72,40.61,41.12,35.32,3.44,24.23,78.94,54.86,61.38,53.85,41.46,34.83,57.81,34.56
P15028,10.92,540.82,NA,4.11,5.03,11.24,2.75,6.99,5.12,6.33,8.68,7.73,1.12,8.56,6.59,15.18,9.80,NA,NA,2.69,3.61,NA
P09833,6.43,12.10,7.36,6.44,6.95,9.45,7.88,15.29,33.50,216.57,263.68,279.10,3.26,1.44,1.36,7.67,3.41,5.10,9.21,6.94,5.57,5.06
P0AB52,2021.26,2386.11,2501.78,2834.80,2011.72,1640.45,1227.21,2061.40,1817.05,1982.74,1771.25,1804.46,813.44,980.86,1030.45,694.87,962.85,905.23,1332.34,1245.50,998.77,921.98
P0AGI8,42.47,137.01,57.22,50.63,43.48,51.72,43.57,36.34,67.24,67.37,83.70,84.35,37.85,37.05,17.64,65.19,29.07,27.75,30.36,27.28,25.47,32.32
P31827,1.43,0.27,NA,1.12,5.07,5.51,1.41,1.23,5.24,12.60,0.38,0.46,0.66,0.54,1.98,0.94,0.59,NA,NA,1.71,6.25,NA
P15031,13.80,236.63,NA,1.74,6.36,7.61,6.10,4.78,5.33,1.24,4.57,2.38,16.54,1.85,3.24,36.43,10.05,NA,NA,1.39,4.60,NA
P0AC51,70.18,129.91,130.30,90.16,96.81,129.23,102.52,137.41,141.27,120.52,119.80,115.07,50.66,38.50,67.59,49.38,73.95,75.96,104.46,136.13,85.82,90.87
P77202,130.33,202.87,183.28,63.42,100.30,114.22,121.79,86.60,78.54,69.64,49.41,47.73,136.19,111.97,166.15,120.49,169.03,124.41,119.93,89.02,115.95,151.23
P23894,450.88,539.22,578.52,254.54,410.59,459.51,394.84,463.23,421.91,332.96,228.85,214.75,96.02,107.01,151.05,582.82,334.22,294.45,342.95,195.79,304.41,414.01
P0C058,20.32,546.43,102.50,10.02,16.52,20.50,21.19,12.63,25.28,27.79,13.11,14.72,25.87,8.87,15.34,43.32,10.72,12.87,19.71,15.10,21.42,29.24
P0AEM0,1254.90,2785.00,2677.73,1531.29,1527.21,1411.44,1354.24,1175.33,1022.16,928.36,859.33,560.27,229.19,233.59,1161.86,1197.79,953.29,1096.04,1932.01,1241.09,1215.26,1749.38
P24554,39.10,48.34,44.42,24.26,26.30,38.55,33.19,43.01,44.83,39.88,34.50,37.32,4.67,14.19,23.77,77.13,44.98,80.46,33.42,34.86,33.14,57.65
P76256,105.13,219.13,120.84,62.68,56.22,58.21,44.36,51.90,47.25,37.51,25.45,18.87,20.96,21.22,39.38,32.40,46.71,54.00,24.05,18.46,27.36,41.24
P0A725,131.46,132.96,148.60,89.98,130.39,118.95,114.66,109.29,98.98,98.83,123.24,101.23,59.33,49.41,151.44,193.16,95.53,108.34,126.67,132.87,108.74,100.32
P16926,51.50,87.71,77.34,25.92,42.25,36.55,63.80,50.90,35.76,29.29,20.92,21.34,10.67,13.01,14.51,37.30,23.64,36.10,28.34,22.46,27.56,39.27
P0A742,1408.87,1657.90,1459.62,1089.56,1308.21,2383.59,1548.26,1088.27,1800.89,1676.82,1914.82,1871.44,1944.97,1871.37,1816.48,1601.82,1959.35,1909.72,1445.38,1697.44,1086.41,1339.13
P22634,66.93,185.73,84.92,63.30,65.89,67.10,50.77,62.06,80.10,77.32,53.84,47.26,48.66,33.99,81.09,91.78,92.83,84.94,57.55,50.50,52.49,70.99
P10100,290.47,726.97,597.41,183.60,198.34,264.37,232.22,296.85,222.59,184.82,131.55,107.47,146.74,219.64,266.70,431.11,527.80,387.60,296.53,176.21,277.90,334.60
P0AA91,73.46,107.98,54.48,50.84,71.23,76.72,59.62,91.93,44.90,45.36,98.95,190.94,243.15,245.16,111.88,102.13,204.80,59.55,71.62,161.61,61.19,76.99
P0ADC1,307.05,367.94,388.60,169.60,221.83,277.64,235.88,255.29,210.65,194.49,203.23,210.24,423.60,392.80,514.74,483.65,376.92,312.89,236.12,258.78,200.44,284.07
P39310,194.21,222.16,210.65,162.48,173.02,211.11,228.55,241.49,146.51,159.30,154.67,150.16,142.69,62.05,252.11,204.95,232.01,200.87,170.68,168.91,127.54,168.07
P39315,268.58,130.80,260.12,170.71,175.67,223.86,234.02,191.64,220.13,169.94,170.76,164.86,83.63,92.09,232.54,216.94,494.30,172.54,245.58,199.99,238.31,285.81
P0ADE4,36.08,60.04,44.32,24.55,23.71,36.47,28.85,23.64,22.82,20.44,20.49,16.25,31.70,35.22,64.88,37.16,41.20,34.92,23.88,29.13,22.41,27.18
Q47150,259.51,343.77,253.76,195.89,155.28,174.27,138.49,140.06,153.65,136.30,112.58,96.80,27.65,15.63,188.61,111.25,182.86,178.89,156.50,144.02,126.86,177.36
P0ACF4,41918.37,80032.05,76977.93,29079.08,42130.34,47813.35,38258.71,41530.19,39205.48,49777.66,43028.68,34675.14,18758.94,16584.12,35054.17,18830.19,20880.13,34507.85,42736.69,25362.04,32349.41,26074.41
P23367,8.05,10.85,4.29,10.45,12.82,13.47,15.39,16.58,27.49,28.08,26.81,29.15,12.67,6.39,7.53,7.78,9.68,8.59,14.01,6.81,10.88,11.71
P03018,30.65,118.75,56.51,32.32,29.50,46.94,35.79,29.53,52.76,39.10,43.25,42.25,26.31,11.32,31.61,29.25,28.64,37.63,24.51,30.45,29.80,35.58
P0A8G9,920.52,1352.73,1020.03,637.13,968.32,765.00,706.90,633.74,738.11,587.95,571.02,491.54,572.50,610.56,902.47,766.11,1068.30,734.91,847.56,696.88,965.06,827.29
Q93K97,138.70,178.80,163.44,106.47,122.97,115.88,124.94,116.35,85.96,95.25,108.02,75.54,55.31,49.97,131.62,151.90,96.10,104.50,175.70,132.78,95.40,122.10
P0AFH0,56.68,42.04,NA,21.80,33.34,36.41,49.59,49.65,48.82,53.47,5.64,21.02,24.71,41.21,6.01,75.09,27.40,NA,NA,24.79,35.10,NA
P25888,24.54,54.17,9.12,2.44,1.96,4.90,2.01,0.64,2.44,0.69,0.58,0.62,0.51,0.49,0.94,0.60,0.91,0.85,0.25,0.09,0.10,0.11
P37128,2490.96,5183.48,3570.81,1047.84,1874.61,1826.00,2147.30,1571.50,1703.88,1263.12,970.45,940.42,1160.67,1219.66,2199.58,2762.61,2286.62,2396.35,1759.41,1209.05,1770.15,2507.72
P0A9Y6,58803.06,117057.25,101735.77,39126.02,55765.03,61230.98,53740.50,38415.38,50929.61,41280.74,33411.84,26165.06,25338.59,22162.09,67409.75,42695.10,75824.87,60588.71,55898.40,33464.16,53859.09,63285.83
P0A968,1247.26,10715.93,6942.33,2723.77,6228.53,3807.52,4435.99,4438.10,4655.42,5522.80,4904.04,4740.46,322.37,110.95,728.69,1157.41,271.97,1645.63,4322.81,3656.38,6195.31,2493.61
P0A972,17168.15,43365.30,24677.13,7176.89,16219.10,14742.05,17206.50,16629.23,11565.56,8889.11,6804.27,5641.07,1472.59,1034.19,11440.13,7684.82,12419.03,15989.32,13732.96,9116.86,17216.67,20952.65
P0ACL5,18.52,93.69,47.85,42.38,75.68,51.54,22.44,53.88,58.08,82.87,57.33,70.13,14.15,21.60,99.05,19.13,69.52,52.91,41.81,40.24,51.90,13.01
P36771,17.67,44.41,33.57,13.16,44.02,29.82,35.92,47.28,43.02,37.72,37.44,53.46,3.14,2.69,4.93,32.96,1.76,18.89,37.77,33.48,45.52,30.91
P0A8W0,116.53,201.68,111.66,78.37,94.42,139.84,92.46,101.78,74.55,53.57,57.60,45.56,86.12,109.61,170.08,289.63,133.91,121.86,129.12,94.53,110.15,119.14
P0A6Z6,541.26,642.32,545.48,254.66,578.23,538.32,734.08,856.74,659.23,564.34,507.38,357.14,343.04,413.64,894.43,954.89,1153.61,902.50,952.26,744.45,743.80,915.85
P76086,11.06,31.97,30.59,25.38,36.18,19.50,18.10,25.74,46.88,69.77,64.57,64.08,2.91,6.87,8.77,17.96,12.71,10.86,28.48,39.31,39.70,32.73
P0ACL9,102.35,105.81,47.97,52.19,83.01,41.51,48.02,324.10,60.67,42.53,28.38,28.93,19.01,35.04,78.50,85.59,96.32,103.95,42.25,23.35,36.23,86.10
P0ACR4,122.18,160.64,103.59,65.84,67.01,68.65,73.91,45.60,60.32,44.66,45.34,37.33,28.89,21.61,27.58,53.10,41.71,35.75,34.65,28.78,27.44,41.90
P0ACK2,29.52,53.41,36.61,28.50,23.38,24.60,29.64,26.58,22.60,22.96,22.07,15.75,7.71,5.90,27.01,41.89,24.24,29.84,38.22,22.08,24.32,34.23
P32144,39.27,135.43,90.23,43.31,69.09,53.42,60.68,62.06,58.32,54.54,46.47,59.76,11.75,13.96,22.60,50.70,33.85,40.24,51.40,49.77,47.22,46.72
P0ACL7,17.30,114.85,NA,4.44,11.30,7.98,22.21,15.04,10.09,8.77,32.10,5.44,1.43,3.09,7.96,101.38,4.75,NA,NA,5.40,14.21,NA
P13669,53.55,3.03,NA,29.99,19.20,34.78,23.88,26.74,22.01,23.75,1.60,18.08,3.90,9.61,31.58,43.83,24.89,NA,NA,10.80,17.18,NA
P77295,142.59,130.97,NA,87.54,130.24,73.66,88.31,57.52,71.68,93.72,157.80,44.81,48.22,56.22,79.85,123.40,121.85,NA,NA,53.38,89.06,NA
P0ACS5,26.27,49.26,NA,16.20,48.11,22.62,24.82,29.48,19.01,33.23,65.78,3.85,2.13,3.73,9.94,15.90,20.99,NA,NA,4.80,22.10,NA
P06961,63.97,87.71,54.32,51.58,44.94,37.73,37.18,45.30,43.57,47.60,45.78,42.71,13.83,20.60,53.08,41.26,61.61,49.95,38.60,55.51,43.62,44.58
P69222,4494.95,9063.77,4500.88,1911.51,2536.65,3250.75,2423.80,2084.45,2657.89,2017.93,1730.09,1147.87,585.82,2201.51,5233.09,3883.41,5408.57,3266.16,2418.51,2090.77,2592.24,2997.03
P0A7I0,230.73,373.78,244.10,97.91,177.02,148.56,218.08,173.82,140.29,114.82,66.48,80.27,41.78,45.78,96.02,114.34,102.48,63.03,69.52,71.27,79.59,79.19
P21338,50.44,98.44,62.20,36.71,42.76,43.20,49.91,35.93,48.43,46.45,42.10,42.96,66.87,56.99,113.77,95.23,90.68,53.29,32.67,130.73,38.08,67.61
P0A7L3,3576.75,11237.27,7670.55,1635.13,2591.42,3526.71,3342.08,2641.49,5807.45,3823.97,2937.45,2670.62,1462.71,2013.37,2515.84,6105.50,3772.93,4357.62,2735.98,1496.29,2870.38,6572.25
P0ADZ0,1877.19,4678.07,3019.12,820.08,1365.60,1479.87,1749.10,1198.12,1499.05,1062.65,915.39,698.02,1091.56,1156.90,1581.81,2967.39,1859.31,1981.67,1400.84,1042.15,1528.61,2665.25
P0A7L8,23305.15,59703.79,41238.96,9417.74,14555.62,15071.92,18781.84,12111.76,15955.85,9200.26,7874.64,6128.74,9226.56,8422.18,19293.69,25816.67,25927.18,20587.12,14818.56,11824.42,17916.68,26384.29
P0A7M6,52938.97,119801.69,90390.77,24943.81,25887.35,37422.47,39271.22,31420.28,31319.40,23714.67,16959.58,14429.30,24807.87,23752.68,44300.35,46738.68,34985.47,57822.19,38010.09,25934.82,34004.90,48728.95
P0A7N4,26636.06,68789.92,46263.82,11125.86,17757.02,19647.84,18420.41,13968.48,15444.40,11062.12,9690.46,6798.81,12716.59,11561.28,29231.49,26814.76,30556.66,22147.66,15179.14,9114.09,16295.42,23130.02
P0A7N9,27959.88,66457.29,44358.53,10243.20,15394.04,18572.57,18237.82,13589.86,14513.87,10496.36,7893.58,6106.49,13596.19,12037.22,28079.13,28116.18,24767.31,21834.80,16087.25,10755.38,15398.26,23140.67
P0AG59,10078.64,22731.33,16504.47,4660.34,6522.65,7236.10,7625.91,5645.10,6477.03,3999.37,3768.58,2410.21,4747.02,2923.72,8446.72,10970.09,9253.35,8287.64,6781.47,4970.29,7767.47,11923.22
P0ADZ4,33109.53,60728.53,45009.18,18916.09,26734.93,23326.64,28045.37,22642.73,25282.42,17605.80,13939.95,12646.05,16267.38,23838.73,39018.48,41697.26,37367.16,47120.02,37856.76,28441.06,38530.81,62564.54
P0AG63,4180.22,28221.93,21434.45,5657.92,9031.03,8400.18,9601.19,5935.47,14762.18,8696.89,7063.38,5296.52,5430.10,7178.73,17264.57,12899.49,15304.44,11275.57,2194.39,7722.85,5963.18,10147.32
